first_name,last_name,age,spending_score
Jessica,Lopez,61,19
Linda,Moore,52,90
Susan,White,56,68
Richard,Wilson,55,15
David,Anderson,31,58
Thomas,Anderson,22,78
Thomas,Jones,47,30
Margaret,Thomas,21,48
Patricia,Jones,32,56
Christopher,Johnson,56,42
Linda,Martin,52,24
Robert,Rodriguez,62,52
Sarah,Perez,27,43
Patricia,Rodriguez,19,34
Lisa,Brown,61,60
Joseph,Anderson,41,83
Susan,Hernandez,45,3
Robert,Smith,39,68
Daniel,Moore,61,11
Sarah,Smith,49,13
Jessica,Davis,48,50
Elizabeth,Thomas,36,82
Michael,Perez,68,19
Richard,Moore,38,44
Nancy,Perez,20,33
Robert,Rodriguez,23,38
John,Lopez,49,3
Joseph,Jackson,19,99
Patricia,Moore,41,65
Joseph,Jones,62,35
Jessica,Johnson,44,36
Nancy,Miller,26,38
Charles,Martinez,30,39
Richard,Anderson,31,25
Elizabeth,Miller,68,64
Christopher,Jones,28,13
Robert,Anderson,31,68
Daniel,Martin,33,70
Nancy,Martin,27,75
Nancy,Anderson,37,1
Jennifer,Martinez,33,72
Patricia,White,51,54
Mary,Wilson,33,98
Lisa,Martinez,31,9
Sarah,Taylor,45,36
Karen,Lee,35,37
Robert,Wilson,43,59
Lisa,Johnson,55,21
Patricia,Thomas,24,20
Richard,Gonzalez,62,1
Charles,Rodriguez,51,99
Daniel,Miller,64,59
Mary,Thomas,66,28
Richard,Martinez,62,71
David,White,24,56
Lisa,Perez,50,9
Patricia,Rodriguez,52,65
Lisa,Perez,69,36
Nancy,Thompson,67,98
Nancy,Miller,56,34
Joseph,Thomas,38,81
Patricia,Rodriguez,66,32
William,White,45,66
Michael,Taylor,49,25
Charles,Martin,61,51
Charles,Miller,33,63
Jennifer,Hernandez,27,90
Jennifer,Davis,40,45
Nancy,Miller,65,26
Joseph,Jackson,69,21
Joseph,Martin,67,82
Nancy,Lopez,32,93
William,Miller,60,51
Patricia,Davis,67,24
Karen,Miller,23,92
Karen,Garcia,50,12
Robert,Rodriguez,56,11
Nancy,Gonzalez,29,27
Daniel,Miller,69,23
David,Davis,53,33
Robert,Perez,48,80
Lisa,Taylor,27,92
Patricia,Taylor,51,92
Susan,Thomas,58,38
Mary,Perez,27,55
Richard,Johnson,69,70
Elizabeth,Davis,28,42
William,Taylor,31,29
Elizabeth,Gonzalez,20,34
Michael,Moore,50,57
Patricia,White,24,3
Charles,Perez,21,6
Elizabeth,Martinez,56,48
John,Johnson,65,64
Christopher,Johnson,27,13
Charles,Wilson,32,36
Christopher,Thomas,33,79
Mary,Miller,55,70
Nancy,Lee,21,33
Elizabeth,Lee,21,76
Mary,White,53,57
Mary,Lopez,44,55
Margaret,Thompson,39,13
Thomas,Wilson,39,97
Sarah,Brown,34,51
Sarah,Brown,62,92
Jessica,Moore,51,53
Michael,Williams,49,36
Christopher,Smith,69,5
David,Taylor,23,25
Margaret,Miller,50,81
James,Thomas,25,37
David,Jones,67,19
Daniel,Jackson,53,35
Christopher,Miller,22,34
Patricia,Wilson,22,54
Michael,Johnson,64,46
Joseph,Williams,27,6
Karen,Taylor,57,83
Susan,Thomas,24,1
Thomas,Davis,29,71
James,Moore,47,34
David,Anderson,42,56
James,Miller,45,83
Joseph,Rodriguez,60,97
Christopher,Garcia,30,26
Elizabeth,Moore,64,42
Michael,Moore,66,91
Mary,White,39,38
Elizabeth,Wilson,35,26
Margaret,Wilson,44,99
Patricia,Wilson,25,59
Susan,Brown,23,84
Charles,Brown,28,24
David,Anderson,46,21
Linda,Anderson,58,60
Karen,Moore,22,90
David,Wilson,24,20
David,Smith,39,6
Richard,Martinez,64,67
John,Martin,21,10
Susan,Martinez,49,12
John,Martinez,36,97
Elizabeth,White,62,22
Thomas,Johnson,50,62
Lisa,Davis,18,61
Mary,Smith,63,80
Thomas,Smith,58,17
Sarah,Brown,61,10
Mary,Miller,67,12
Lisa,Rodriguez,58,83
Nancy,Thomas,25,40
Jennifer,Jones,49,23
Elizabeth,Johnson,47,40
Elizabeth,Thompson,63,74
Linda,Hernandez,45,74
James,Moore,58,50
Richard,Jackson,69,10
Margaret,Gonzalez,49,94
William,White,42,4
Lisa,Hernandez,51,1
Elizabeth,Martin,50,43
Joseph,Jackson,30,83
Robert,Taylor,42,5
Lisa,Jones,59,94
Sarah,Gonzalez,57,90
Richard,Martin,56,34
Lisa,Smith,61,66
Nancy,Martinez,66,24
Karen,Davis,61,14
David,White,65,41
William,Davis,27,42
Sarah,Jackson,48,13
Mary,Garcia,61,29
Mary,Lopez,28,65
Susan,Miller,42,46
Linda,Thomas,63,34
William,Rodriguez,69,63
Susan,Lee,62,4
William,Perez,51,28
Elizabeth,Martinez,37,83
Mary,Martinez,24,1
Sarah,Martinez,50,36
Nancy,Martin,52,13
Michael,Thomas,46,5
Mary,Smith,69,97
James,Taylor,29,14
Charles,Lee,22,80
Patricia,Wilson,29,32
Margaret,Jackson,46,50
Lisa,Lee,52,27
Mary,Lee,37,35
Jessica,Taylor,54,3
Mary,Wilson,18,4
Joseph,Davis,33,7
Susan,Lee,47,77
Robert,Lee,26,3
Nancy,Rodriguez,59,81
Michael,Davis,27,59
Margaret,Gonzalez,30,74
Christopher,Taylor,65,1
Elizabeth,Jackson,37,28
Jessica,Miller,46,59
Jessica,Taylor,21,53
Robert,Smith,63,10
Karen,Jones,66,71
Margaret,Garcia,45,3
Jessica,Johnson,54,7
Mary,Thomas,30,9
Susan,Perez,20,99
Lisa,Jones,54,90
Margaret,Jones,65,69
Jennifer,Lopez,36,13
Patricia,Williams,45,94
Richard,Thomas,36,40
Patricia,Garcia,34,62
Lisa,Anderson,35,62
Jessica,Anderson,35,10
Sarah,Thomas,40,87
Patricia,Martin,57,11
Margaret,Gonzalez,67,76
James,Lopez,26,62
Richard,Martinez,46,77
Patricia,Wilson,68,56
Nancy,Johnson,59,49
Karen,Williams,46,16
Jennifer,Rodriguez,19,73
John,Hernandez,34,74
Daniel,Hernandez,62,93
Richard,Perez,48,9
Sarah,Martinez,45,33
Robert,Wilson,60,88
Patricia,Rodriguez,65,35
Christopher,Martin,69,75
Linda,Lee,56,39
Charles,Martinez,47,77
Jessica,Perez,52,87
Michael,Rodriguez,65,25
Jessica,Jones,68,80
Jennifer,Davis,37,56
Susan,Hernandez,33,48
Sarah,Smith,51,85
Thomas,Lee,31,10
Richard,Martinez,43,41
Daniel,Smith,37,83
Jessica,Perez,59,99
Michael,Miller,68,59
Jessica,Wilson,41,28
Joseph,Jones,60,41
Susan,Taylor,35,66
Thomas,Perez,60,51
William,Lee,26,62
Lisa,Garcia,36,30
Joseph,Thomas,37,40
Susan,Hernandez,59,40
Mary,Martinez,47,69
Robert,Anderson,43,62
Richard,Miller,48,15
Nancy,Thompson,52,3
Daniel,Johnson,20,24
Linda,Lopez,57,41
Jessica,Jackson,46,63
Joseph,Lopez,23,48
David,Thomas,69,61
James,Garcia,18,48
Christopher,Williams,69,47
John,Johnson,41,56
Thomas,Martin,55,76
Charles,Jones,51,8
Jessica,Hernandez,68,78
Lisa,Williams,24,18
Daniel,Williams,28,84
Linda,Perez,28,23
Richard,Jones,53,69
Nancy,Perez,37,65
John,Thompson,33,46
Robert,Hernandez,22,66
William,Williams,41,80
Jennifer,Gonzalez,47,69
Lisa,Lee,47,22
Mary,Davis,56,65
Richard,Martin,65,12
Robert,Martinez,64,19
Linda,Johnson,54,22
Daniel,Brown,50,55
James,Moore,37,62
Nancy,Jackson,39,51
Susan,Brown,58,48
Daniel,Martin,38,17
David,Rodriguez,54,13
Michael,Thomas,44,28
Joseph,Garcia,55,67
Lisa,Brown,52,5
Margaret,Rodriguez,55,60
David,Gonzalez,57,15
Lisa,Rodriguez,23,81
Sarah,Garcia,49,44
John,Lee,33,46
Nancy,Jackson,45,29
Jessica,Wilson,33,68
John,Lee,44,96
James,Anderson,20,49
Christopher,Williams,66,43
Joseph,Jones,38,68
James,Lee,55,77
Thomas,Moore,55,20
Mary,Wilson,47,18
Nancy,Thomas,39,64
Jennifer,Wilson,36,49
Linda,Rodriguez,48,42
Sarah,Anderson,37,12
Charles,Miller,64,89
James,Wilson,36,94
John,Garcia,19,79
John,Lee,57,36
Robert,Anderson,56,8
Susan,Martin,44,28
Susan,Davis,25,86
Nancy,Johnson,62,60
Richard,Davis,44,49
Nancy,Smith,32,38
William,Taylor,29,80
Michael,Jackson,64,58
Patricia,Jones,31,5
Charles,Perez,24,46
Lisa,Martin,34,98
Charles,Thomas,43,75
Jennifer,Miller,54,2
Richard,Miller,37,89
David,Moore,27,25
Richard,Moore,36,1
Richard,Johnson,35,95
Lisa,Anderson,47,69
Nancy,Wilson,47,40
Joseph,Moore,42,68
Christopher,Rodriguez,41,69
Richard,Wilson,27,69
Lisa,Jones,19,16
David,Hernandez,55,54
Charles,Davis,49,63
Linda,Jones,52,18
Nancy,Hernandez,68,17
Linda,Jones,54,99
Elizabeth,Taylor,24,82
Sarah,Perez,24,4
Charles,Brown,44,95
Daniel,Anderson,27,95
David,Jackson,50,9
Richard,Perez,60,31
William,Johnson,24,5
Nancy,White,23,16
Margaret,Taylor,23,42
Charles,Lopez,30,41
Sarah,White,65,80
Michael,Taylor,30,84
Charles,Martinez,19,30
Susan,Moore,36,26
Joseph,Jackson,68,49
Daniel,Moore,36,31
Jessica,Gonzalez,67,50
David,Wilson,55,15
Elizabeth,White,19,52
David,Thomas,68,38
Jennifer,Moore,43,38
Mary,Moore,23,60
David,Thomas,37,20
Charles,Taylor,40,99
Jennifer,Miller,32,87
Jessica,Lopez,23,44
Nancy,Johnson,45,89
Jennifer,Martinez,52,63
Thomas,Jones,28,50
Elizabeth,Lee,25,22
James,Williams,67,72
John,Jackson,66,54
Linda,Gonzalez,68,9
Linda,Lopez,68,15
Nancy,Williams,41,48
Lisa,Garcia,38,20
Joseph,Wilson,66,35
Margaret,Brown,53,67
Michael,Gonzalez,24,60
David,Jackson,22,98
Michael,Moore,46,34
Patricia,Williams,33,99
Susan,Martin,23,73
Jennifer,Garcia,31,94
Jessica,Thomas,69,54
Susan,Martin,19,90
David,White,42,12
Charles,Williams,48,88
Christopher,Lopez,67,19
Robert,Jackson,67,80
Jessica,Jackson,30,26
Christopher,White,35,23
Margaret,Brown,34,33
Sarah,Smith,62,57
Richard,Johnson,45,30
Lisa,Gonzalez,29,23
Lisa,Gonzalez,52,74
Nancy,Johnson,39,36
Lisa,Jackson,56,95
Patricia,Perez,18,86
David,White,54,43
Thomas,Thomas,38,66
Michael,Lopez,18,53
Jessica,Smith,21,87
David,Rodriguez,49,99
Lisa,Taylor,18,60
William,Martinez,30,37
Daniel,Moore,63,61
Richard,Jackson,64,96
Daniel,Miller,34,53
Karen,Jackson,29,12
David,White,24,35
Joseph,Anderson,68,67
Lisa,Rodriguez,20,98
Charles,Martinez,67,38
James,Thompson,43,24
Patricia,Martin,48,81
Jessica,Martin,53,40
Jessica,Brown,43,65
John,Garcia,20,57
Thomas,Brown,61,72
John,Jones,45,79
Sarah,Rodriguez,61,45
Jessica,Lopez,34,89
Nancy,Thompson,55,72
Richard,Davis,64,96
Joseph,Lee,47,13
Jessica,Jones,19,79
Margaret,Hernandez,25,6
Charles,Thompson,31,97
Jennifer,Hernandez,54,71
Elizabeth,Gonzalez,52,97
Joseph,Wilson,59,47
Christopher,Davis,56,93
Lisa,Moore,28,44
Nancy,Jackson,32,32
Jennifer,Lopez,19,3
Daniel,Lopez,54,54
Elizabeth,Moore,60,84
Michael,Martinez,49,78
Lisa,Miller,57,92
Thomas,Moore,30,38
Karen,Lopez,60,4
Thomas,Wilson,34,79
William,Anderson,32,17
Elizabeth,Thomas,50,37
Elizabeth,Johnson,68,88
Michael,Moore,33,36
Sarah,Lopez,68,58
Karen,Thomas,30,41
Jennifer,Gonzalez,39,8
Nancy,Martin,40,67
James,Taylor,53,30
James,Moore,60,86
Susan,Williams,67,52
Christopher,Thompson,67,97
Mary,Martinez,27,25
Patricia,Smith,34,52
Thomas,Garcia,47,59
Patricia,Williams,30,30
David,Jackson,47,67
Lisa,Brown,63,4
Patricia,Martin,47,93
James,Thompson,24,57
Michael,Williams,27,63
Karen,Davis,52,32
William,Davis,19,87
John,Miller,47,83
Linda,Johnson,36,79
Margaret,Lee,56,51
Charles,Garcia,54,63
Patricia,Thomas,20,80
Karen,Martinez,42,87
Nancy,Brown,51,1
David,Gonzalez,39,19
Jessica,Martinez,55,35
Karen,Lee,31,63
Sarah,Wilson,56,94
John,Rodriguez,19,81
Joseph,Hernandez,49,26
Patricia,Thompson,60,13
Robert,Moore,20,86
Thomas,Hernandez,58,23
Michael,Taylor,25,97
Sarah,Johnson,43,91
Jessica,Williams,49,35
Sarah,Hernandez,28,12
Michael,Moore,67,9
William,Williams,18,98
Patricia,Anderson,32,78
Lisa,Hernandez,21,67
David,Hernandez,21,44
Mary,Martin,45,61
Susan,Hernandez,27,21
Susan,Jackson,28,7
Patricia,Smith,67,97
Karen,Jones,40,99
Christopher,Martinez,64,11
Michael,Martinez,20,45
James,Wilson,56,32
Daniel,Johnson,56,86
Richard,Brown,34,83
Jennifer,Johnson,39,36
Jennifer,Moore,69,37
Susan,Gonzalez,44,75
Linda,Jackson,33,41
Margaret,Jones,33,77
Lisa,Martin,57,92
Charles,Johnson,20,49
Robert,Hernandez,69,15
Karen,Moore,64,13
Robert,Garcia,50,53
Elizabeth,Thompson,59,33
James,Martinez,19,72
Elizabeth,Perez,56,32
Robert,Thompson,63,48
Susan,Taylor,65,68
Lisa,Perez,44,57
Michael,Hernandez,32,62
William,Jackson,24,82
Lisa,Taylor,62,87
Christopher,White,59,93
Susan,Brown,26,2
Daniel,White,58,77
James,Wilson,23,16
David,Martin,29,8
Christopher,Brown,47,19
Joseph,Wilson,37,32
Mary,Brown,37,67
Nancy,Garcia,63,32
Michael,Rodriguez,44,85
Christopher,Lee,37,25
Susan,Lopez,24,53
Lisa,Davis,57,81
Karen,White,57,25
John,Brown,47,33
Michael,Jones,25,31
David,Garcia,19,36
Karen,Jones,31,87
Susan,Jackson,27,89
Jennifer,Davis,67,49
Robert,Rodriguez,35,44
James,Anderson,35,48
Susan,Brown,33,30
David,Rodriguez,69,13
Patricia,Miller,22,43
Karen,Davis,69,93
Patricia,Anderson,48,16
Thomas,Jackson,54,91
Mary,Anderson,37,26
Margaret,Jones,40,75
Lisa,Jackson,49,47
Mary,Miller,59,37
Susan,Garcia,34,3
Jennifer,Jackson,30,26
Elizabeth,Taylor,66,98
Daniel,Martinez,67,97
Christopher,Jackson,30,15
Daniel,Hernandez,34,66
Sarah,Anderson,32,28
Jessica,Martinez,43,84
Michael,Hernandez,61,38
Charles,Thompson,45,44
Daniel,Williams,59,53
Thomas,Williams,62,80
William,Moore,47,4
Richard,Hernandez,60,72
Lisa,Martin,52,44
Robert,Perez,39,46
Daniel,Moore,27,84
Robert,Anderson,28,26
Elizabeth,Miller,55,96
Christopher,Martinez,50,13
Elizabeth,Lee,23,69
Michael,Thompson,54,44
Joseph,Martin,24,53
Michael,Martinez,61,51
Joseph,Gonzalez,29,13
John,Anderson,24,41
Charles,Thompson,19,11
Elizabeth,Moore,18,37
Joseph,Thompson,40,60
John,Brown,42,32
Jennifer,Martin,35,45
Susan,Taylor,61,18
Joseph,Williams,24,93
Jennifer,Lee,68,79
Richard,Lee,20,20
Charles,Johnson,46,44
John,Brown,27,36
Linda,Smith,60,69
Linda,Anderson,22,37
Daniel,Smith,51,33
Nancy,Garcia,25,82
Joseph,Miller,31,19
Patricia,Jackson,57,51
Charles,Lopez,23,32
Christopher,Smith,18,22
John,Miller,50,1
Richard,Jackson,57,54
Linda,Gonzalez,28,89
Daniel,Lopez,67,20
Sarah,Lopez,41,58
Richard,Perez,27,35
John,Gonzalez,61,70
Sarah,Wilson,69,70
William,Perez,40,61
Jessica,Lopez,33,63
Richard,Martin,54,61
Christopher,Lopez,33,57
Michael,Garcia,61,3
Joseph,Martinez,48,95
Michael,Martin,23,99
Jennifer,White,47,45
Mary,Rodriguez,54,15
William,Johnson,18,17
Lisa,Miller,68,15
Margaret,Rodriguez,59,5
Thomas,Lopez,42,86
Robert,Jones,63,46
Susan,Smith,38,11
James,Perez,52,64
Elizabeth,Anderson,55,92
David,Davis,22,14
Sarah,Smith,66,39
Jessica,Moore,67,67
Linda,Gonzalez,29,55
Margaret,Smith,22,42
Thomas,Jones,26,75
Karen,Moore,61,94
Susan,Thomas,69,5
Thomas,Martinez,26,52
Jessica,Brown,52,22
Sarah,Smith,18,77
Jessica,Thompson,64,44
William,Davis,27,85
Patricia,Jones,63,59
Daniel,Johnson,56,25
David,White,53,21
Jennifer,Taylor,54,92
Joseph,Miller,69,64
Robert,Taylor,65,68
David,Garcia,52,93
Karen,Perez,34,47
Richard,Anderson,30,35
David,Jones,23,87
Jessica,Anderson,54,7
Karen,Moore,65,56
Charles,Moore,49,52
Margaret,Lee,28,46
Joseph,Lee,34,9
William,Thompson,22,58
Linda,Garcia,23,23
Nancy,Johnson,27,3
James,Taylor,50,61
Patricia,Lee,47,9
Jessica,Brown,38,53
Mary,Lopez,59,68
Sarah,Jackson,34,49
John,Johnson,44,89
Linda,Johnson,20,70
Jennifer,Wilson,46,48
Sarah,Anderson,19,82
Margaret,Martin,46,7
Sarah,Johnson,66,99
Michael,Brown,53,31
Richard,Jackson,51,56
Richard,Rodriguez,54,96
Robert,Miller,59,99
Nancy,Gonzalez,18,61
Lisa,Lopez,43,92
Karen,Williams,18,5
Joseph,Gonzalez,21,30
Karen,Anderson,56,22
Mary,Wilson,31,17
Elizabeth,White,63,10
Daniel,Rodriguez,35,71
Richard,Gonzalez,51,68
Karen,Thompson,18,42
Joseph,Perez,39,27
Susan,Brown,33,7
Joseph,Lee,39,23
Richard,Davis,67,75
Karen,Williams,33,8
Joseph,Johnson,45,8
Daniel,Jackson,45,5
David,Thompson,39,71
Charles,Davis,23,86
John,Taylor,42,2
Michael,Gonzalez,59,88
Christopher,Miller,19,51
Jessica,Rodriguez,24,66
Jessica,Lopez,34,12
Lisa,Wilson,52,47
Richard,Wilson,37,55
Susan,Anderson,61,26
Margaret,Williams,19,45
William,Anderson,24,62
James,Jackson,49,70
Charles,White,66,87
David,Martin,36,2
Daniel,Wilson,29,26
Lisa,Davis,26,14
Daniel,Jones,44,82
Margaret,Jackson,31,57
Lisa,Brown,19,32
Charles,Wilson,38,62
Karen,Thomas,21,78
Susan,Martin,68,30
Daniel,White,38,13
James,Garcia,65,40
Charles,Thompson,39,31
Nancy,Garcia,66,37
Thomas,Williams,19,45
Robert,Anderson,34,86
John,Williams,36,59
Mary,Hernandez,57,28
John,Williams,41,61
Linda,Martinez,37,19
Sarah,Moore,55,43
Jennifer,Smith,29,59
Richard,Thomas,42,16
Daniel,Thomas,40,69
Lisa,Martinez,67,44
Lisa,Smith,51,66
Sarah,Brown,49,10
Sarah,Williams,68,47
John,Jones,41,19
Richard,Lopez,59,84
Jessica,Lopez,42,93
Linda,Gonzalez,20,89
Susan,White,42,81
Daniel,Lopez,45,51
Daniel,Thomas,29,13
Lisa,Gonzalez,43,63
Christopher,Jones,65,16
Linda,White,61,53
Christopher,Brown,25,35
William,Lee,22,59
James,Anderson,28,39
Jennifer,Lopez,59,67
Daniel,Jackson,52,73
Charles,Lee,44,61
Daniel,Jackson,58,50
David,Lee,61,53
David,Hernandez,55,46
Daniel,Lee,36,52
Richard,Garcia,65,29
David,Rodriguez,49,5
Karen,Smith,63,67
Daniel,Lopez,45,74
Joseph,Wilson,53,95
James,Garcia,35,75
Christopher,Smith,27,81
Michael,Perez,49,40
Daniel,Johnson,35,72
Richard,White,29,2
Susan,Hernandez,68,68
Karen,Williams,25,62
Margaret,Martinez,50,80
Charles,Garcia,63,58
Joseph,Garcia,55,85
Linda,Martin,31,69
Charles,Lee,19,58
Elizabeth,Johnson,26,35
Michael,White,61,14
Karen,Martinez,22,15
Sarah,Thompson,51,6
Nancy,Garcia,36,16
Jennifer,Thompson,24,87
William,Taylor,56,95
Christopher,Wilson,59,46
Richard,Jones,34,63
Christopher,Thompson,43,12
Linda,Taylor,63,41
Sarah,Johnson,44,19
Richard,Rodriguez,60,76
Richard,Lopez,45,77
Thomas,Jackson,37,2
Daniel,Perez,23,20
Nancy,Miller,25,95
Robert,Rodriguez,49,9
Lisa,Lee,36,21
Christopher,Thomas,49,8
Thomas,Martin,36,39
William,Hernandez,41,37
Mary,Lopez,41,29
Karen,Anderson,34,83
William,Moore,35,35
Jennifer,Jackson,29,38
David,Thomas,58,90
Jennifer,Anderson,40,75
Jennifer,Jones,65,35
Richard,Hernandez,35,68
David,Anderson,33,3
Jessica,Moore,33,12
Mary,Gonzalez,53,32
Linda,Brown,40,47
John,Taylor,39,63
Daniel,Brown,56,26
Christopher,Thomas,50,43
John,Thompson,41,77
James,Anderson,37,44
Margaret,Wilson,50,38
Charles,Lopez,48,29
Karen,Williams,57,55
Thomas,Martinez,25,52
Nancy,Davis,27,19
Margaret,Garcia,18,35
Richard,Perez,38,48
John,Wilson,42,91
James,Taylor,49,60
Patricia,Lee,63,31
Richard,Jackson,63,3
Thomas,Thomas,27,35
David,Anderson,68,88
Mary,Anderson,65,52
Sarah,Smith,26,71
Mary,White,37,51
Charles,Thompson,65,56
Daniel,Thompson,37,99
Charles,Lopez,57,21
Sarah,Martinez,24,1
Lisa,Wilson,28,53
Charles,Martinez,38,6
William,Martinez,55,98
James,Martin,64,82
Elizabeth,Hernandez,36,62
Charles,Perez,63,89
James,Thomas,32,79
Mary,Rodriguez,23,47
Sarah,Anderson,27,96
Susan,Wilson,63,50
Linda,Jackson,33,82
Daniel,Rodriguez,62,31
Karen,Brown,28,64
Mary,Lee,52,29
Richard,Miller,25,15
Jennifer,Perez,45,58
Christopher,Davis,20,23
Jennifer,White,19,38
William,Davis,31,41
Sarah,Jackson,69,75
David,Anderson,46,15
Michael,Thomas,64,87
Elizabeth,Perez,20,3
Elizabeth,Thompson,18,83
Nancy,Rodriguez,32,1
Karen,Lopez,37,88
Margaret,Thomas,39,75
Nancy,Brown,51,94
William,Jones,67,11
Joseph,Davis,50,60
Patricia,Smith,26,65
Linda,Garcia,20,76
William,Anderson,19,4
Richard,Brown,21,25
William,Lee,33,72
Patricia,Hernandez,50,79
Thomas,Jones,26,43
Sarah,Moore,57,94
Joseph,White,55,40
John,Anderson,69,96
Nancy,Moore,35,99
Robert,Martin,33,85
Daniel,Gonzalez,25,95
Robert,Jones,40,91
Nancy,Smith,53,44
Joseph,Perez,20,72
Karen,Moore,32,59
Joseph,Wilson,55,23
Mary,Jones,50,62
Richard,Garcia,35,23
Patricia,White,40,58
Elizabeth,Thomas,60,55
Richard,Perez,20,33
Elizabeth,Lee,47,77
William,Lopez,62,63
Linda,Martin,34,60
John,Moore,67,99
Sarah,Johnson,49,61
Jessica,Thompson,63,80
William,Lee,24,76
Christopher,Thompson,56,61
David,Gonzalez,31,95
John,Taylor,32,69
Robert,Taylor,61,89
Elizabeth,Thomas,29,21
Richard,Lee,25,3
Patricia,Moore,33,48
Margaret,Davis,58,10
Richard,Williams,51,87
Susan,Taylor,63,81
Robert,Moore,41,42
Elizabeth,Thompson,46,99
Margaret,Garcia,33,89
William,Davis,22,66
Nancy,Thompson,22,91
Michael,Gonzalez,69,46
Mary,Davis,47,9
Lisa,Jackson,67,49
Margaret,Garcia,67,4
Daniel,Thompson,22,60
Michael,Anderson,60,90
Linda,Martinez,30,96
Michael,Taylor,52,29
Christopher,Smith,66,86
Daniel,Miller,42,47
Jessica,Gonzalez,67,77
Charles,Williams,31,87
Robert,Jackson,61,63
Daniel,Anderson,63,31
Karen,Jones,43,51
Nancy,Hernandez,35,41
Susan,Perez,37,36
Daniel,Moore,51,40
Thomas,Williams,24,95
Richard,Garcia,64,60
Mary,Williams,27,15
Richard,Jones,32,78
Michael,Rodriguez,34,99
Elizabeth,Jackson,28,88
Daniel,Gonzalez,51,30
Jennifer,Garcia,44,30
John,Hernandez,38,27
John,Lee,48,40
Karen,Lee,67,78
David,Wilson,21,45
Lisa,Garcia,58,75
Nancy,Garcia,66,47
Robert,Taylor,34,90
Charles,Hernandez,66,56
Lisa,Anderson,65,54
Charles,Rodriguez,37,85
Joseph,Lee,42,9
Sarah,Taylor,57,65
Margaret,White,40,70
William,Miller,32,1
Patricia,Miller,50,86
Joseph,Lee,36,13
Susan,Smith,32,38
Daniel,Davis,58,45
John,Jones,22,40
Daniel,Jackson,33,95
Jessica,Davis,62,15
Thomas,Taylor,65,50
Charles,Jackson,49,2
Jennifer,Lopez,39,53
Patricia,Thompson,60,95
Michael,Anderson,49,26
Charles,Brown,30,66
Thomas,Thompson,55,75
Sarah,Lopez,43,33
Joseph,Gonzalez,69,82
Lisa,Wilson,34,85
Linda,Jones,22,59
Charles,Perez,66,95
Linda,Thomas,50,26
Karen,Miller,44,94
Sarah,Anderson,22,21
Nancy,Gonzalez,54,49
Charles,Thomas,24,80
Elizabeth,Lopez,65,71
Thomas,Miller,35,86
Richard,Thomas,48,71
Richard,Thompson,23,66
Michael,Thompson,19,37
Elizabeth,Gonzalez,30,14
Mary,Thompson,59,72
Patricia,Williams,69,93
Jennifer,Anderson,28,7
Margaret,Williams,43,38
Karen,Miller,38,45
Daniel,Moore,19,22
Jennifer,Wilson,57,44
Daniel,Moore,68,81
Thomas,Jackson,37,80
Jessica,Wilson,34,97
Margaret,Martin,33,35
David,Garcia,59,60
Charles,Davis,22,96
Mary,Miller,31,3
John,Martin,41,67
David,Moore,68,72
Jennifer,Moore,21,95
Jessica,Anderson,69,55
Charles,Martin,65,9
Sarah,Perez,41,69
Christopher,Jackson,64,28
Lisa,Perez,26,15
Margaret,Lee,20,91
Michael,Lee,26,31
Linda,Johnson,35,59
Charles,Davis,53,82
Nancy,Lee,36,54
Sarah,Hernandez,41,68
Lisa,Moore,21,85
Michael,Thompson,26,47
William,Gonzalez,50,42
Richard,Rodriguez,18,23
James,Rodriguez,69,86
Linda,Taylor,68,65
Margaret,Miller,52,89
Lisa,Rodriguez,27,54
Patricia,Perez,29,92
John,Smith,35,11
John,Johnson,31,63
Lisa,Brown,27,22
Richard,Wilson,27,54
Linda,Brown,35,89
Michael,Johnson,41,85
James,Davis,18,36
Sarah,Moore,47,58
Jennifer,Jackson,32,20
Michael,Wilson,25,16
Susan,Martin,52,92
Daniel,Martinez,35,56
William,Taylor,58,93
David,Davis,33,50
Elizabeth,Wilson,38,90
Christopher,Lee,32,66
James,Thompson,22,74
Karen,Davis,62,13
Patricia,Jones,69,15
Robert,Thomas,24,73
William,Davis,65,27
Thomas,Martinez,24,8
John,Davis,44,70
Sarah,Rodriguez,42,50
Robert,Moore,39,88
Sarah,Williams,65,67
John,Taylor,30,26
Nancy,Martin,34,36
Joseph,Anderson,58,21
John,Lee,61,77
Nancy,Taylor,30,52
Jessica,Davis,43,11
Sarah,Johnson,26,8
Thomas,Taylor,22,57
Margaret,Moore,56,46
Nancy,Jones,50,78
Daniel,Rodriguez,21,97
Karen,Rodriguez,45,2
Karen,Johnson,43,64
Lisa,Johnson,21,52
Jessica,Jackson,33,65
Karen,Thompson,54,11
Joseph,Williams,39,6
Joseph,Taylor,53,96
Jennifer,Wilson,55,79
Joseph,Wilson,52,76
Karen,Wilson,42,64
Patricia,Garcia,25,93
Daniel,Williams,34,55
Linda,Smith,35,44
Joseph,Thomas,67,86
John,Brown,29,14
Joseph,Smith,50,83
Richard,Taylor,40,5
William,Moore,29,99
Mary,Davis,28,25
Margaret,Johnson,30,50
Linda,Moore,52,73
Nancy,Thomas,44,71
Thomas,Martinez,42,82
Richard,Davis,57,2
James,Lopez,20,10
Mary,Perez,66,2
Joseph,Thomas,42,60
Susan,Lopez,62,45
Jessica,Hernandez,27,8
Mary,Martin,34,58
